# Goxel 0.7.3
# One line per voxel
# X Y Z RRGGBB
7 1 4 595652
8 1 4 595652
7 2 4 595652
8 2 4 595652
7 3 4 595652
8 3 4 595652
7 4 4 595652
8 4 4 595652
7 5 4 595652
8 5 4 595652
7 6 4 595652
8 6 4 595652
0 7 4 595652
1 7 4 595652
2 7 4 595652
3 7 4 595652
4 7 4 595652
5 7 4 595652
6 7 4 595652
7 7 4 595652
8 7 4 595652
0 8 4 fbf236
1 8 4 595652
2 8 4 595652
3 8 4 595652
4 8 4 595652
5 8 4 595652
6 8 4 595652
7 8 4 595652
8 8 4 595652
0 0 5 306082
1 0 5 306082
2 0 5 306082
7 0 5 595652
8 0 5 595652
7 1 5 595652
8 1 5 595652
7 2 5 595652
8 2 5 595652
7 3 5 595652
8 3 5 595652
7 4 5 595652
8 4 5 595652
7 5 5 595652
8 5 5 595652
7 6 5 595652
8 6 5 595652
0 7 5 595652
1 7 5 595652
2 7 5 595652
3 7 5 595652
4 7 5 595652
5 7 5 595652
6 7 5 595652
7 7 5 595652
8 7 5 595652
0 8 5 595652
1 8 5 595652
2 8 5 595652
3 8 5 595652
4 8 5 595652
5 8 5 595652
6 8 5 595652
7 8 5 595652
8 8 5 595652
0 0 6 306082
1 0 6 306082
2 0 6 306082
0 0 7 306082
1 0 7 306082
2 0 7 306082
0 0 8 306082
1 0 8 306082
2 0 8 306082
0 0 9 306082
1 0 9 306082
2 0 9 306082
0 0 10 306082
1 0 10 306082
2 0 10 306082
0 0 11 306082
1 0 11 306082
2 0 11 306082
0 0 12 306082
1 0 12 306082
2 0 12 306082
0 0 13 306082
1 0 13 306082
2 0 13 306082
0 6 13 ac3232
1 6 13 ac3232
2 6 13 ac3232
0 7 13 ac3232
1 7 13 ac3232
2 7 13 ac3232
0 8 13 ac3232
1 8 13 ac3232
2 8 13 ac3232
0 9 13 ac3232
1 9 13 ac3232
2 9 13 ac3232
0 0 14 306082
1 0 14 306082
2 0 14 306082
0 5 14 ac3232
1 5 14 ac3232
0 6 14 ac3232
1 6 14 ac3232
2 6 14 ac3232
0 7 14 ac3232
1 7 14 ac3232
2 7 14 ac3232
0 8 14 ac3232
1 8 14 ac3232
2 8 14 ac3232
0 9 14 ac3232
1 9 14 ac3232
2 9 14 ac3232
0 10 14 ac3232
1 10 14 ac3232
0 0 15 306082
1 0 15 306082
2 0 15 306082
0 5 15 ac3232
1 5 15 ac3232
0 6 15 ac3232
1 6 15 ac3232
2 6 15 ac3232
0 7 15 ac3232
1 7 15 ac3232
2 7 15 ac3232
0 8 15 ac3232
1 8 15 ac3232
2 8 15 ac3232
0 9 15 ac3232
1 9 15 ac3232
2 9 15 ac3232
0 10 15 ac3232
1 10 15 ac3232
-9 0 0 595652
-8 0 0 595652
-7 0 0 595652
-6 0 0 595652
-5 0 0 595652
-4 0 0 595652
-3 0 0 595652
-2 0 0 595652
-1 0 0 595652
-9 1 0 595652
-8 1 0 595652
-7 1 0 595652
-6 1 0 595652
-5 1 0 595652
-4 1 0 595652
-3 1 0 595652
-2 1 0 595652
-1 1 0 595652
-9 2 0 595652
-8 2 0 595652
-7 2 0 595652
-6 2 0 595652
-5 2 0 595652
-4 2 0 595652
-3 2 0 595652
-2 2 0 595652
-1 2 0 595652
-9 3 0 595652
-8 3 0 595652
-7 3 0 595652
-6 3 0 595652
-5 3 0 595652
-4 3 0 595652
-3 3 0 595652
-2 3 0 595652
-1 3 0 595652
-9 4 0 595652
-8 4 0 595652
-7 4 0 595652
-6 4 0 595652
-5 4 0 595652
-4 4 0 595652
-3 4 0 595652
-2 4 0 595652
-1 4 0 595652
-9 5 0 595652
-8 5 0 595652
-7 5 0 595652
-6 5 0 595652
-5 5 0 595652
-4 5 0 595652
-3 5 0 595652
-2 5 0 595652
-1 5 0 595652
-9 6 0 595652
-8 6 0 595652
-7 6 0 595652
-6 6 0 595652
-5 6 0 595652
-4 6 0 595652
-3 6 0 595652
-2 6 0 595652
-1 6 0 595652
-9 7 0 595652
-8 7 0 595652
-7 7 0 595652
-6 7 0 595652
-5 7 0 595652
-4 7 0 595652
-3 7 0 595652
-2 7 0 595652
-1 7 0 595652
-9 8 0 595652
-8 8 0 595652
-7 8 0 595652
-6 8 0 595652
-5 8 0 595652
-4 8 0 595652
-3 8 0 595652
-2 8 0 595652
-1 8 0 595652
-9 0 1 fbf236
-8 0 1 222034
-7 0 1 222034
-6 0 1 222034
-5 0 1 222034
-4 0 1 222034
-3 0 1 222034
-2 0 1 222034
-1 0 1 222034
-9 1 1 595652
-8 1 1 222034
-7 1 1 222034
-6 1 1 222034
-5 1 1 222034
-4 1 1 222034
-3 1 1 222034
-2 1 1 222034
-1 1 1 222034
-9 2 1 595652
-8 2 1 222034
-7 2 1 222034
-6 2 1 222034
-5 2 1 222034
-4 2 1 222034
-3 2 1 222034
-2 2 1 222034
-1 2 1 222034
-9 3 1 595652
-8 3 1 222034
-7 3 1 222034
-6 3 1 222034
-5 3 1 222034
-4 3 1 222034
-3 3 1 222034
-2 3 1 222034
-1 3 1 222034
-9 4 1 595652
-8 4 1 222034
-7 4 1 222034
-6 4 1 222034
-5 4 1 222034
-4 4 1 222034
-3 4 1 222034
-2 4 1 222034
-1 4 1 222034
-9 5 1 595652
-8 5 1 222034
-7 5 1 222034
-6 5 1 222034
-5 5 1 222034
-4 5 1 222034
-3 5 1 222034
-2 5 1 222034
-1 5 1 222034
-9 6 1 595652
-8 6 1 222034
-7 6 1 222034
-6 6 1 222034
-5 6 1 222034
-4 6 1 222034
-3 6 1 222034
-2 6 1 222034
-1 6 1 222034
-9 7 1 595652
-8 7 1 222034
-7 7 1 222034
-6 7 1 222034
-5 7 1 222034
-4 7 1 222034
-3 7 1 222034
-2 7 1 222034
-1 7 1 222034
-9 8 1 595652
-8 8 1 595652
-7 8 1 595652
-6 8 1 595652
-5 8 1 595652
-4 8 1 595652
-3 8 1 595652
-2 8 1 595652
-1 8 1 fbf236
-9 0 2 595652
-8 0 2 595652
-4 0 2 306082
-3 0 2 306082
-2 0 2 306082
-1 0 2 306082
-9 1 2 595652
-8 1 2 595652
-4 1 2 306082
-3 1 2 306082
-2 1 2 306082
-1 1 2 306082
-9 2 2 595652
-8 2 2 595652
-4 2 2 306082
-3 2 2 306082
-2 2 2 306082
-1 2 2 306082
-9 3 2 595652
-8 3 2 595652
-9 4 2 595652
-8 4 2 595652
-9 5 2 595652
-8 5 2 595652
-9 6 2 595652
-8 6 2 595652
-9 7 2 595652
-8 7 2 595652
-7 7 2 595652
-6 7 2 595652
-5 7 2 595652
-4 7 2 595652
-3 7 2 595652
-2 7 2 595652
-1 7 2 595652
-9 8 2 595652
-8 8 2 595652
-7 8 2 595652
-6 8 2 595652
-5 8 2 595652
-4 8 2 595652
-3 8 2 595652
-2 8 2 595652
-1 8 2 595652
-9 0 3 fbf236
-8 0 3 595652
-3 0 3 306082
-2 0 3 306082
-1 0 3 306082
-9 1 3 595652
-8 1 3 595652
-9 2 3 595652
-8 2 3 595652
-9 3 3 595652
-8 3 3 595652
-9 4 3 595652
-8 4 3 595652
-9 5 3 595652
-8 5 3 595652
-9 6 3 595652
-8 6 3 595652
-9 7 3 595652
-8 7 3 595652
-7 7 3 595652
-6 7 3 595652
-5 7 3 595652
-4 7 3 595652
-3 7 3 595652
-2 7 3 595652
-1 7 3 595652
-9 8 3 595652
-8 8 3 595652
-7 8 3 595652
-6 8 3 595652
-5 8 3 595652
-4 8 3 595652
-3 8 3 595652
-2 8 3 595652
-1 8 3 fbf236
-9 0 4 fbf236
-8 0 4 595652
-3 0 4 306082
-2 0 4 306082
-1 0 4 306082
-9 1 4 595652
-8 1 4 595652
-9 2 4 595652
-8 2 4 595652
-9 3 4 595652
-8 3 4 595652
-9 4 4 595652
-8 4 4 595652
-9 5 4 595652
-8 5 4 595652
-9 6 4 595652
-8 6 4 595652
-9 7 4 595652
-8 7 4 595652
-7 7 4 595652
-6 7 4 595652
-5 7 4 595652
-4 7 4 595652
-3 7 4 595652
-2 7 4 595652
-1 7 4 595652
-9 8 4 595652
-8 8 4 595652
-7 8 4 595652
-6 8 4 595652
-5 8 4 595652
-4 8 4 595652
-3 8 4 595652
-2 8 4 595652
-1 8 4 fbf236
-9 0 5 595652
-8 0 5 595652
-3 0 5 306082
-2 0 5 306082
-1 0 5 306082
-9 1 5 595652
-8 1 5 595652
-9 2 5 595652
-8 2 5 595652
-9 3 5 595652
-8 3 5 595652
-9 4 5 595652
-8 4 5 595652
-9 5 5 595652
-8 5 5 595652
-9 6 5 595652
-8 6 5 595652
-9 7 5 595652
-8 7 5 595652
-7 7 5 595652
-6 7 5 595652
-5 7 5 595652
-4 7 5 595652
-3 7 5 595652
-2 7 5 595652
-1 7 5 595652
-9 8 5 595652
-8 8 5 595652
-7 8 5 595652
-6 8 5 595652
-5 8 5 595652
-4 8 5 595652
-3 8 5 595652
-2 8 5 595652
-1 8 5 595652
-3 0 6 306082
-2 0 6 306082
-1 0 6 306082
-3 0 7 306082
-2 0 7 306082
-1 0 7 306082
-3 0 8 306082
-2 0 8 306082
-1 0 8 306082
-3 0 9 306082
-2 0 9 306082
-1 0 9 306082
-3 0 10 306082
-2 0 10 306082
-1 0 10 306082
-3 0 11 306082
-2 0 11 306082
-1 0 11 306082
-3 0 12 306082
-2 0 12 306082
-1 0 12 306082
-3 0 13 306082
-2 0 13 306082
-1 0 13 306082
-3 6 13 ac3232
-2 6 13 ac3232
-1 6 13 ac3232
-3 7 13 ac3232
-2 7 13 ac3232
-1 7 13 ac3232
-3 8 13 ac3232
-2 8 13 ac3232
-1 8 13 ac3232
-3 9 13 ac3232
-2 9 13 ac3232
-1 9 13 ac3232
-3 0 14 306082
-2 0 14 306082
-1 0 14 306082
-2 5 14 ac3232
-1 5 14 ac3232
-3 6 14 ac3232
-2 6 14 ac3232
-1 6 14 ac3232
-3 7 14 ac3232
-2 7 14 ac3232
-1 7 14 ac3232
-3 8 14 ac3232
-2 8 14 ac3232
-1 8 14 ac3232
-3 9 14 ac3232
-2 9 14 ac3232
-1 9 14 ac3232
-2 10 14 ac3232
-1 10 14 ac3232
-3 0 15 306082
-2 0 15 306082
-1 0 15 306082
-2 5 15 ac3232
-1 5 15 ac3232
-3 6 15 ac3232
-2 6 15 ac3232
-1 6 15 ac3232
-3 7 15 ac3232
-2 7 15 ac3232
-1 7 15 ac3232
-3 8 15 ac3232
-2 8 15 ac3232
-1 8 15 ac3232
-3 9 15 ac3232
-2 9 15 ac3232
-1 9 15 ac3232
-2 10 15 ac3232
-1 10 15 ac3232
-3 0 16 306082
-2 0 16 306082
-1 0 16 306082
-2 5 16 ac3232
-1 5 16 ac3232
-3 6 16 ac3232
-2 6 16 ac3232
-1 6 16 ac3232
-3 7 16 ac3232
-2 7 16 ac3232
-1 7 16 ac3232
-3 8 16 ac3232
-2 8 16 ac3232
-1 8 16 ac3232
-3 9 16 ac3232
-2 9 16 ac3232
-1 9 16 ac3232
-2 10 16 ac3232
-1 10 16 ac3232
-4 0 17 696a6a
-3 0 17 306082
-2 0 17 306082
-1 0 17 306082
-3 1 17 696a6a
-2 1 17 696a6a
-1 1 17 696a6a
-2 5 17 ac3232
-1 5 17 ac3232
-3 6 17 ac3232
-2 6 17 ac3232
-1 6 17 ac3232
-3 7 17 ac3232
-2 7 17 ac3232
-1 7 17 ac3232
-3 8 17 ac3232
-2 8 17 ac3232
-1 8 17 ac3232
-3 9 17 ac3232
-2 9 17 ac3232
-1 9 17 ac3232
-2 10 17 ac3232
-1 10 17 ac3232
-4 0 18 696a6a
-3 0 18 306082
-2 0 18 306082
-1 0 18 306082
-3 1 18 696a6a
-2 1 18 696a6a
-1 1 18 696a6a
-2 5 18 ac3232
-1 5 18 ac3232
-3 6 18 ac3232
-2 6 18 ac3232
-1 6 18 ac3232
-3 7 18 ac3232
-2 7 18 ac3232
-1 7 18 ac3232
-3 8 18 ac3232
-2 8 18 ac3232
-1 8 18 ac3232
-3 9 18 ac3232
-2 9 18 ac3232
-1 9 18 ac3232
-2 10 18 ac3232
-1 10 18 ac3232
-4 0 19 696a6a
-3 0 19 306082
-2 0 19 306082
-1 0 19 306082
-3 1 19 696a6a
-2 1 19 696a6a
-1 1 19 696a6a
-2 5 19 ac3232
-1 5 19 ac3232
-3 6 19 ac3232
-2 6 19 ac3232
-1 6 19 ac3232
-3 7 19 ac3232
-2 7 19 ac3232
-1 7 19 ac3232
-3 8 19 ac3232
-2 8 19 ac3232
-1 8 19 ac3232
-3 9 19 ac3232
-2 9 19 ac3232
-1 9 19 ac3232
-2 10 19 ac3232
-1 10 19 ac3232
-4 0 20 696a6a
-3 0 20 306082
-2 0 20 306082
-1 0 20 306082
-3 1 20 696a6a
-2 1 20 696a6a
-1 1 20 696a6a
-2 5 20 ac3232
-1 5 20 ac3232
-3 6 20 ac3232
-2 6 20 ac3232
-1 6 20 ac3232
-3 7 20 ac3232
-2 7 20 ac3232
-1 7 20 ac3232
-3 8 20 ac3232
-2 8 20 ac3232
-1 8 20 ac3232
-3 9 20 ac3232
-2 9 20 ac3232
-1 9 20 ac3232
-2 10 20 ac3232
-1 10 20 ac3232
-4 0 21 696a6a
-3 0 21 306082
-2 0 21 306082
-1 0 21 306082
-3 1 21 696a6a
-2 1 21 696a6a
-1 1 21 696a6a
-1 6 21 ac3232
-2 7 21 ac3232
-1 7 21 ac3232
-2 8 21 ac3232
-1 8 21 ac3232
-1 9 21 ac3232
-6 0 22 fbf236
-4 0 22 696a6a
-3 0 22 306082
-2 0 22 306082
-1 0 22 306082
-3 1 22 696a6a
-2 1 22 696a6a
-1 1 22 696a6a
-1 7 22 ac3232
-1 8 22 ac3232
-7 0 23 fbf236
-6 0 23 696a6a
-5 0 23 696a6a
-4 0 23 696a6a
-3 0 23 306082
-2 0 23 306082
-1 0 23 306082
-6 1 23 fbf236
-3 1 23 696a6a
-2 1 23 696a6a
-1 1 23 696a6a
-1 2 23 5fcde4
-1 3 23 5fcde4
-1 4 23 5fcde4
-1 5 23 5fcde4
-1 6 23 5fcde4
-1 7 23 ac3232
-1 8 23 ac3232
-6 0 24 fbf236
-4 0 24 696a6a
-3 0 24 306082
-2 0 24 306082
-1 0 24 306082
-3 1 24 696a6a
-2 1 24 696a6a
-1 1 24 696a6a
-1 7 24 ac3232
-1 8 24 ac3232
-4 0 25 696a6a
-3 0 25 306082
-2 0 25 306082
-1 0 25 306082
-3 1 25 696a6a
-2 1 25 696a6a
-1 1 25 696a6a
-3 0 26 696a6a
-2 0 26 696a6a
-1 0 26 696a6a
-3 1 26 696a6a
-2 1 26 696a6a
-1 1 26 696a6a
